logg_cms2 Teff Z_sun xi aLSM bLSM aPCM bPCM chi2 Mod 
4 9750        0.1163 A
4.5 9750        0.114 A
5 9750        0.1124 A
2  0 4 0.1579 0.3086 0.1924 0.2644 0.1418 A 
2.5  0 4 0.153 0.2898 0.1853 0.2486 0.1346 A 
3  0 4 0.1527 0.2735 0.1828 0.2352 0.1259 A 
3.5  0 4 0.1527 0.2615 0.1816 0.2247 0.1201 A 
4  0 4 0.1509 0.2548 0.1788 0.2192 0.1161 A 
4.5  0 4 0.1484 0.2507 0.1759 0.2156 0.114 A 
5  0 4 0.1452 0.2488 0.1722 0.2143 0.1124 A 
2  0 4 0.1518 0.311 0.1872 0.2657 0.1455 A 
2.5  0 4 0.1464 0.2922 0.1793 0.2502 0.1375 A 
3  0 4 0.1471 0.275 0.1777 0.2359 0.1278 A 
3.5  0 4 0.1483 0.2621 0.1771 0.2253 0.1205 A 
4  0 4 0.1477 0.2541 0.1754 0.2187 0.1158 A 
4.5  0 4 0.1455 0.2494 0.1729 0.2145 0.1136 A 
5  0 4 0.1417 0.2476 0.1687 0.2131 0.1121 A 
2  0 4 0.1458 0.3132 0.1816 0.2674 0.1486 A 
2.5  0 4 0.1399 0.2935 0.1734 0.2508 0.1407 A 
3  0 4 0.1412 0.2759 0.1721 0.2365 0.1298 A 
3.5  0 4 0.1434 0.2623 0.1726 0.2252 0.1213 A 
4  0 4 0.1441 0.2533 0.1719 0.2178 0.1159 A 
4.5  0 4 0.1429 0.2478 0.1702 0.2129 0.1133 A 
5  0 4 0.1393 0.2455 0.1663 0.211 0.112 A 
2  0 4 0.141 0.3144 0.1774 0.268 0.1514 A 
2.5  0 4 0.1342 0.2941 0.1681 0.251 0.1434 A 
3  0 4 0.1353 0.2765 0.1664 0.237 0.1316 A 
3.5  0 4 0.1384 0.2626 0.1677 0.2253 0.1222 A 
4  0 4 0.1399 0.2532 0.1678 0.2176 0.1161 A 
4.5  0 4 0.1394 0.2473 0.1666 0.2126 0.1128 A 
5  0 4 0.1365 0.2443 0.1633 0.2101 0.1115 A 
2  0 4 0.1376 0.3148 0.1744 0.268 0.154 A 
2.5  0 4 0.129 0.2939 0.1633 0.2504 0.146 A 
3  0 4 0.1298 0.2761 0.1613 0.2361 0.1336 A 
3.5  0 4 0.1332 0.2623 0.1626 0.2249 0.1233 A 
4  0 4 0.1358 0.2524 0.1637 0.2168 0.1164 A 
4.5  0 4 0.1362 0.2462 0.1633 0.2116 0.1125 A 
5  0 4 0.1338 0.2429 0.1605 0.2088 0.1111 A 
2  0 4 0.1345 0.3157 0.1716 0.2683 0.1559 A 
2.5  0 4 0.1245 0.2936 0.159 0.2497 0.1481 A 
3  0 4 0.125 0.2752 0.1566 0.235 0.1354 A 
3.5  0 4 0.1286 0.2613 0.1581 0.2237 0.1244 A 
4  0 4 0.1317 0.2515 0.1596 0.2158 0.1167 A 
4.5  0 4 0.1329 0.245 0.16 0.2105 0.1123 A 
5  0 4 0.1313 0.2415 0.1579 0.2075 0.1107 A 
2.5  0 4 0.1207 0.2929 0.1553 0.2488 0.1501 A 
3  0 4 0.1207 0.2735 0.1525 0.2331 0.1368 A 
3.5  0 4 0.1242 0.2595 0.1537 0.222 0.1251 A 
4  0 4 0.1274 0.25 0.1553 0.2146 0.1169 A 
4.5  0 4 0.1294 0.2435 0.1563 0.2092 0.1119 A 
5  0 4 0.1286 0.2398 0.155 0.2061 0.11 A 
2.5  0 4 0.1173 0.2923 0.1521 0.2482 0.1517 A 
3  0 4 0.1171 0.2716 0.1489 0.2314 0.138 A 
3.5  0 4 0.1204 0.2575 0.1499 0.22 0.126 A 
4  0 4 0.1239 0.2481 0.1518 0.2125 0.1172 A 
4.5  0 4 0.1261 0.2419 0.153 0.2077 0.1117 A 
5  0 4 0.126 0.2382 0.1523 0.2045 0.1094 A 
2.5  0 4 0.1143 0.2921 0.1491 0.2478 0.1531 A 
3  0 4 0.1136 0.2699 0.1454 0.2297 0.1389 A 
3.5  0 4 0.1167 0.2551 0.1461 0.2178 0.1265 A 
4  0 4 0.1202 0.2458 0.1479 0.2105 0.1173 A 
4.5  0 4 0.123 0.2396 0.1497 0.2056 0.1116 A 
5  0 4 0.1234 0.2359 0.1497 0.2023 0.1088 A 
2.5  0 4 0.1121 0.2916 0.1473 0.2469 0.1547 A 
3  0 4 0.1107 0.2684 0.1424 0.2283 0.1398 A 
3.5  0 4 0.1135 0.2529 0.1427 0.2158 0.1268 A 
4  0 4 0.1169 0.2435 0.1446 0.2083 0.1173 A 
4.5  0 4 0.1196 0.2377 0.1461 0.204 0.1112 A 
5  0 4 0.1211 0.2336 0.1472 0.2003 0.1083 A 
2.5  0 4 0.1101 0.2914 0.1455 0.2465 0.156 A 
3  0 4 0.1082 0.2668 0.14 0.2265 0.1407 A 
3.5  0 4 0.1108 0.2503 0.14 0.2132 0.1271 A 
4  0 4 0.114 0.2408 0.1415 0.2058 0.1173 A 
4.5  0 4 0.1167 0.2352 0.143 0.2017 0.1109 A 
5  0 4 0.1184 0.2313 0.1444 0.1982 0.1077 A 
2.5  0 4 0.1081 0.2916 0.1438 0.2463 0.1574 A 
3  0 4 0.106 0.2655 0.1378 0.2252 0.1416 A 
3.5  0 4 0.108 0.2484 0.1371 0.2115 0.1273 A 
4  0 4 0.111 0.2385 0.1383 0.2039 0.1171 A 
4.5  0 4 0.1139 0.2328 0.1401 0.1994 0.1105 A 
5  0 4 0.1155 0.2295 0.1411 0.1968 0.107 A 
2.5  0 4 0.1064 0.2919 0.1421 0.2466 0.1585 A 
3  0 4 0.1039 0.2645 0.1359 0.224 0.1426 A 
3.5  0 4 0.1058 0.2463 0.1348 0.2095 0.1276 A 
4  0 4 0.1088 0.2357 0.1359 0.2012 0.117 A 
4.5  0 4 0.1114 0.23 0.1375 0.1969 0.1103 A 
5  0 4 0.1131 0.2269 0.1387 0.1943 0.1066 A 
2.5  0 4 0.1016 0.2941 0.1382 0.2478 0.1631 A 
3  0 4 0.0969 0.2625 0.1291 0.2217 0.1465 A 
3.5  0 4 0.0981 0.2404 0.127 0.2038 0.1298 A 
4  0 4 0.1005 0.2274 0.1272 0.1935 0.1176 A 
4.5  0 4 0.1025 0.2209 0.128 0.1884 0.1098 A 
5  0 4 0.104 0.2178 0.1289 0.1862 0.1052 A 
2.5  0 4 0.0994 0.2976 0.1366 0.2504 0.1665 A 
3  0 4 0.0919 0.2625 0.1245 0.2214 0.1498 A 
3.5  0 4 0.0927 0.2366 0.1215 0.2003 0.1314 A 
4  0 4 0.0949 0.2208 0.1213 0.1874 0.1178 A 
4.5  0 4 0.0962 0.2128 0.1211 0.1813 0.109 A 
5  0 4 0.0971 0.2093 0.1214 0.1784 0.1043 A 
2.5  0 4 0.0999 0.3018 0.1379 0.2536 0.1691 A 
3  0 4 0.089 0.2633 0.1223 0.2213 0.1532 A 
3.5  0 4 0.0892 0.2342 0.1182 0.1976 0.1333 A 
4  0 4 0.091 0.216 0.1171 0.1829 0.1181 A 
4.5  0 4 0.0919 0.2064 0.1164 0.1754 0.1083 A 
5  0 4 0.0923 0.2018 0.1161 0.1717 0.1031 A 
2.5  0 4 0.1017 0.3084 0.1405 0.2592 0.1709 A 
3  0 4 0.0863 0.2663 0.1202 0.2236 0.157 A 
3.5  0 4 0.086 0.2334 0.1154 0.1964 0.1358 A 
4  0 4 0.0876 0.2129 0.1136 0.18 0.1187 A 
4.5  0 4 0.0885 0.2016 0.1126 0.1711 0.1078 A 
5  0 4 0.0886 0.1959 0.1118 0.1666 0.1018 A 
2.5  0 4 0.1021 0.3197 0.1417 0.2693 0.172 A 
3  0 4 0.0847 0.2708 0.1195 0.2269 0.161 A 
3.5  0 4 0.0831 0.2343 0.1128 0.1969 0.1384 A 
4  0 4 0.0849 0.2108 0.111 0.1779 0.1198 A 
4.5  0 4 0.0859 0.1977 0.1098 0.1675 0.1075 A 
5  0 4 0.0861 0.1909 0.1089 0.1621 0.1008 A 
3  0 4 0.0814 0.2789 0.1174 0.2334 0.1658 A 
3.5  0 4 0.0804 0.2369 0.1107 0.1988 0.1422 A 
4  0 4 0.0824 0.2101 0.1088 0.1769 0.1217 A 
4.5  0 4 0.0836 0.1951 0.1075 0.1649 0.1079 A 
5  0 4 0.0839 0.1872 0.1065 0.1586 0.1001 A 
3  0 4 0.0754 0.2905 0.1129 0.2431 0.1716 A 
3.5  0 4 0.0767 0.2418 0.108 0.2025 0.1471 A 
4  0 4 0.0792 0.2115 0.1059 0.178 0.1248 A 
4.5  0 4 0.0809 0.1941 0.1049 0.1639 0.1095 A 
5  0 4 0.0815 0.1848 0.104 0.1564 0.1007 A 
3  0 4 0.0667 0.3042 0.1063 0.2542 0.179 A 
3.5  0 4 0.0706 0.25 0.1031 0.2092 0.153 A 
4  0 4 0.0754 0.215 0.1027 0.1806 0.1287 A 
4.5  0 4 0.0778 0.1948 0.1019 0.1644 0.1119 A 
5  0 4 0.0789 0.1838 0.1014 0.1554 0.1019 A 
3  0 4 0.0591 0.3162 0.1007 0.2634 0.1868 A 
3.5  0 4 0.0627 0.2596 0.0967 0.2168 0.1601 A 
4  0 4 0.0701 0.2206 0.0985 0.185 0.1341 A 
4.5  0 4 0.0743 0.1974 0.0992 0.166 0.1158 A 
5  0 4 0.0759 0.1847 0.0987 0.1558 0.1046 A 
3  0 4 0.0562 0.3249 0.0994 0.2701 0.1923 A 
3.5  0 4 0.0545 0.2682 0.0902 0.2234 0.1674 A 
4  0 4 0.0634 0.2274 0.093 0.1902 0.1401 A 
4.5  0 4 0.0695 0.2016 0.0952 0.1692 0.1205 A 
5  0 4 0.072 0.1874 0.0953 0.1579 0.1082 A 
3  0 4 0.0587 0.3322 0.1026 0.2762 0.1938 A 
3.5  0 4 0.0485 0.2748 0.0855 0.2281 0.1736 A 
4  0 4 0.0563 0.2338 0.0871 0.195 0.1459 A 
4.5  0 4 0.0639 0.2067 0.0907 0.173 0.1252 A 
5  0 4 0.0678 0.191 0.092 0.1605 0.112 A 
3  0 4 0.0649 0.3387 0.1092 0.2822 0.1921 A 
3.5  0 4 0.0459 0.2795 0.0839 0.2316 0.1778 A 
4  0 4 0.0506 0.2382 0.0824 0.1981 0.1508 A 
4.5  0 4 0.0579 0.2115 0.0856 0.1766 0.1296 A 
5  0 4 0.0631 0.1949 0.0883 0.1632 0.1159 A 
3.5  0 4 0.0454 0.2847 0.0839 0.2361 0.1801 A 
4  0 4 0.047 0.2412 0.0796 0.2002 0.1541 A 
4.5  0 4 0.0529 0.2147 0.0813 0.179 0.1329 A 
5  0 4 0.0583 0.1984 0.0842 0.1657 0.1189 A 
3.5  0 4 0.0464 0.29 0.0856 0.2405 0.1816 A 
4  0 4 0.0454 0.244 0.0784 0.2025 0.1562 A 
4.5  0 4 0.05 0.2161 0.0788 0.1797 0.1349 A 
5  0 4 0.0545 0.2001 0.0809 0.1668 0.1208 A 
3.5  0 4 0.0461 0.2964 0.086 0.246 0.1831 A 
4  0 4 0.0455 0.2465 0.079 0.2042 0.1578 A 
4.5  0 4 0.0481 0.2175 0.0772 0.1808 0.136 A 
5  0 4 0.0517 0.2009 0.0782 0.1674 0.1215 A 
3.5  0 4 0.0437 0.3038 0.0844 0.2522 0.1858 A 
4  0 4 0.044 0.2506 0.0779 0.208 0.1591 A 
4.5  0 4 0.0473 0.2185 0.0765 0.1817 0.1366 A 
5  0 4 0.0502 0.2006 0.0769 0.167 0.1214 A 
3.5  0 4 0.0386 0.3131 0.0803 0.2603 0.1897 A 
4  0 4 0.0424 0.2537 0.0766 0.2106 0.1609 A 
4.5  0 4 0.0466 0.2194 0.0761 0.1823 0.137 A 
5  0 4 0.0493 0.2001 0.0757 0.1667 0.1208 A 
4  0 4 0.0391 0.257 0.0739 0.2133 0.1636 A 
4.5  0 4 0.0448 0.2203 0.0742 0.1833 0.1374 A 
5  0 4 0.0485 0.199 0.0748 0.1658 0.12 A 
4  0 4 0.0339 0.2616 0.0693 0.2171 0.1672 A 
4.5  0 4 0.0425 0.2203 0.0718 0.1834 0.1382 A 
5  0 4 0.0473 0.1972 0.0733 0.1644 0.1192 A 
4  0 4 0.0272 0.2673 0.0636 0.2214 0.1725 A 
4.5  0 4 0.0392 0.2204 0.0687 0.1834 0.1397 A 
5  0 4 0.0455 0.195 0.0711 0.1627 0.1185 A 
4  0 4 0.0184 0.2743 0.0559 0.2271 0.1791 A 
4.5  0 4 0.0347 0.2214 0.0646 0.1838 0.1423 A 
5  0 4 0.0429 0.193 0.0682 0.1611 0.1182 A 
4  0 4 0.0099 0.2803 0.0487 0.2316 0.1865 A 
4.5  0 4 0.0283 0.2237 0.0585 0.1858 0.1459 A 
5  0 4 0.0396 0.1912 0.0648 0.1595 0.1188 A 
4  0 4 0.0036 0.2846 0.0434 0.2347 0.1932 A 
4.5  0 4 0.0212 0.2258 0.052 0.1871 0.1506 A 
5  0 4 0.035 0.1903 0.0603 0.1586 0.1205 A 
4  0 4 0.0005 0.2873 0.0415 0.2357 0.1986 A 
4.5  0 4 0.0151 0.2265 0.0467 0.1869 0.1554 A 
5  0 4 0.0295 0.1897 0.055 0.1577 0.123 A 
4.5  0 4 0.0099 0.2269 0.0418 0.1871 0.1593 A 
5  0 4 0.0242 0.1885 0.0499 0.1563 0.1257 A 
4.5  0 4 0.0071 0.2266 0.0395 0.1861 0.1627 A 
5  0 4 0.0196 0.187 0.0454 0.1547 0.1283 A 
4.5  0 4 0.0047 0.2275 0.0373 0.1867 0.1653 A 
5  0 4 0.016 0.1857 0.0419 0.1533 0.1304 A 
4.5  0 4 0.0032 0.2287 0.0364 0.1872 0.1678 A 
5  0 4 0.0139 0.1843 0.0401 0.1516 0.1321 A 
4.5  0 4 0.001 0.2312 0.0344 0.1895 0.17 A 
5  0 4 0.012 0.184 0.0383 0.1512 0.1337 A 
4.5  0 4     A  
5  0 4 0.0103 0.1844 0.0368 0.1514 0.1352 A 
4.5  0 4     A  
5  0 4 0.0088 0.1851 0.0355 0.1518 0.1367 A 
4.5  0 4     A  
5  0 4 0.0076 0.1856 0.0345 0.152 0.138 A 
4.5  0 4     A  
5  0 4 0.0058 0.1868 0.033 0.1529 0.1394 A 
5  0 4 0.0046 0.1875 0.0321 0.1534 0.1408 A 
5  0 4 0.0033 0.1884 0.031 0.154 0.1425 A 
5  0 4 0.0014 0.1901 0.0294 0.1553 0.1441 A 
5  0 4     A  
0 3500        0.1308 A
0.5 3500        0.1381 A
1 3500        0.1442 A
1.5 3500        0.1484 A
2 3500        0.1499 A
2.5 3500        0.149 A
3 3500        0.1446 A
3.5 3500        0.1342 A
4 3500        0.1326 A
4.5 3500        0.1436 A
5 3500        0.1519 A
0 3750        0.1337 A
0.5 3750        0.1294 A
1 3750        0.1256 A
1.5 3750        0.1229 A
2 3750        0.1214 A
2.5 3750        0.1206 A
3 3750        0.1196 A
3.5 3750        0.1168 A
4 3750        0.1186 A
4.5 3750        0.1382 A
5 3750        0.1617 A
0 4000        0.1494 A
0.5 4000        0.1472 A
1 4000        0.143 A
1.5 4000        0.1368 A
2 4000        0.129 A
2.5 4000        0.1204 A
3 4000        0.1119 A
3.5 4000        0.104 A
4 4000        0.1019 A
4.5 4000        0.1238 A
5 4000        0.162 A
0 4250        0.1367 A
0.5 4250        0.1387 A
1 4250        0.138 A
1.5 4250        0.135 A
2 4250        0.1309 A
2.5 4250        0.1254 A
3 4250        0.119 A
3.5 4250        0.1119 A
4 4250        0.1039 A
4.5 4250        0.1026 A
5 4250        0.1312 A
0 4500        0.1156 A
0.5 4500        0.1194 A
1 4500        0.1209 A
1.5 4500        0.1195 A
2 4500        0.1162 A
2.5 4500        0.1121 A
3 4500        0.1074 A
3.5 4500        0.1027 A
4 4500        0.0981 A
4.5 4500        0.0934 A
5 4500        0.0944 A
0 4750        0.1113 A
0.5 4750        0.112 A
1 4750        0.1123 A
1.5 4750        0.1111 A
2 4750        0.1086 A
2.5 4750        0.1051 A
3 4750        0.1008 A
3.5 4750        0.0966 A
4 4750        0.0923 A
4.5 4750        0.0882 A
5 4750        0.0845 A
0 5000        0.12 A
0.5 5000        0.1193 A
1 5000        0.1171 A
1.5 5000        0.1125 A
2 5000        0.1096 A
2.5 5000        0.1053 A
3 5000        0.1018 A
3.5 5000        0.0984 A
4 5000        0.0943 A
4.5 5000        0.09 A
5 5000        0.0858 A
0 5250        0.1298 A
0.5 5250        0.1303 A
1 5250        0.1267 A
1.5 5250        0.1202 A
2 5250        0.1153 A
2.5 5250        0.1096 A
3 5250        0.1054 A
3.5 5250        0.1014 A
4 5250        0.0981 A
4.5 5250        0.0947 A
5 5250        0.0908 A
0 5500        0.1254 A
0.5 5500        0.1392 A
1 5500        0.136 A
1.5 5500        0.1315 A
2 5500        0.1262 A
2.5 5500        0.119 A
3 5500        0.1127 A
3.5 5500        0.1061 A
4 5500        0.1022 A
4.5 5500        0.0995 A
5 5500        0.0964 A
0 5750        0.1089 A
0.5 5750        0.1307 A
1 5750        0.1369 A
1.5 5750        0.1426 A
2 5750        0.137 A
2.5 5750        0.13 A
3 5750        0.1211 A
3.5 5750        0.1138 A
4 5750        0.1084 A
4.5 5750        0.1047 A
5 5750        0.102 A
0 6000        0.0993 A
0.5 6000        0.112 A
1 6000        0.1323 A
1.5 6000        0.1442 A
2 6000        0.1458 A
2.5 6000        0.1381 A
3 6000        0.1303 A
3.5 6000        0.1228 A
4 6000        0.1166 A
4.5 6000        0.1113 A
5 6000        0.1085 A
0.5 6250        0.102 A
1 6250        0.1148 A
1.5 6250        0.1392 A
2 6250        0.1473 A
2.5 6250        0.1462 A
3 6250        0.1386 A
3.5 6250        0.1307 A
4 6250        0.1237 A
4.5 6250        0.1175 A
5 6250        0.1152 A
0.5 6500        0.1021 A
1 6500        0.1044 A
1.5 6500        0.1184 A
2 6500        0.1455 A
2.5 6500        0.1497 A
3 6500        0.1455 A
3.5 6500        0.137 A
4 6500        0.1288 A
4.5 6500        0.123 A
5 6500        0.1202 A
0.5 6750        0.1032 A
1 6750        0.1052 A
1.5 6750        0.1062 A
2 6750        0.1221 A
2.5 6750        0.1494 A
3 6750        0.1481 A
3.5 6750        0.1419 A
4 6750        0.1336 A
4.5 6750        0.1281 A
5 6750        0.1243 A
0.5 7000        0.1048 A
1 7000        0.1083 A
1.5 7000        0.1082 A
2 7000        0.1083 A
2.5 7000        0.1259 A
3 7000        0.1495 A
3.5 7000        0.145 A
4 7000        0.1384 A
4.5 7000        0.1329 A
5 7000        0.1272 A
0.5 7250        0.1069 A
1 7250        0.1128 A
1.5 7250        0.1131 A
2 7250        0.111 A
2.5 7250        0.1106 A
3 7250        0.13 A
3.5 7250        0.1508 A
4 7250        0.1416 A
4.5 7250        0.1376 A
5 7250        0.1307 A
0.5 7500        0.1057 A
1 7500        0.1176 A
1.5 7500        0.1192 A
2 7500        0.1174 A
2.5 7500        0.114 A
3 7500        0.1133 A
3.5 7500        0.1327 A
4 7500        0.1453 A
4.5 7500        0.1397 A
5 7500        0.1346 A
1 7750        0.1202 A
1.5 7750        0.1249 A
2 7750        0.1237 A
2.5 7750        0.1205 A
3 7750        0.1161 A
3.5 7750        0.116 A
4 7750        0.136 A
4.5 7750        0.1471 A
5 7750        0.1355 A
1 8000        0.1191 A
1.5 8000        0.1276 A
2 8000        0.1283 A
2.5 8000        0.1258 A
3 8000        0.1221 A
3.5 8000        0.1171 A
4 8000        0.1182 A
4.5 8000        0.1348 A
5 8000        0.1357 A
1 8250        0.1165 A
1.5 8250        0.1281 A
2 8250        0.1302 A
2.5 8250        0.1287 A
3 8250        0.1258 A
3.5 8250        0.1219 A
4 8250        0.1167 A
4.5 8250        0.1196 A
5 8250        0.1369 A
1.5 8500        0.1271 A
2 8500        0.1306 A
2.5 8500        0.1294 A
3 8500        0.1266 A
3.5 8500        0.1235 A
4 8500        0.1203 A
4.5 8500        0.1155 A
5 8500        0.1214 A
1.5 8750        0.1265 A
2 8750        0.1305 A
2.5 8750        0.1291 A
3 8750        0.1263 A
3.5 8750        0.1236 A
4 8750        0.121 A
4.5 8750        0.1181 A
5 8750        0.1144 A
1.5 9000        0.1273 A
2 9000        0.1313 A
2.5 9000        0.1292 A
3 9000        0.126 A
3.5 9000        0.1232 A
4 9000        0.1206 A
4.5 9000        0.1183 A
5 9000        0.1162 A
2 9250        0.133 A
2.5 9250        0.13 A
3 9250        0.126 A
3.5 9250        0.1227 A
4 9250        0.12 A
4.5 9250        0.1179 A
5 9250        0.1162 A
2 9500        0.1359 A
2.5 9500        0.1314 A
3 9500        0.1264 A
3.5 9500        0.1226 A
4 9500        0.1196 A
4.5 9500        0.1175 A
5 9500        0.116 A
2 9750        0.14 A
2.5 9750        0.1339 A
3 9750        0.1274 A
3.5 9750        0.1224 A
4 9750        0.1193 A
4.5 9750        0.1172 A
5 9750        0.1155 A
2  0 8 0.1564 0.3144 0.1917 0.2691 0.1445 A 
2.5  0 8 0.1523 0.2954 0.1853 0.2532 0.1373 A 
3  0 8 0.153 0.2778 0.1838 0.2385 0.129 A 
3.5  0 8 0.1527 0.2652 0.1819 0.228 0.1226 A 
4  0 8 0.1512 0.2571 0.1796 0.2209 0.1189 A 
4.5  0 8 0.1478 0.2527 0.1757 0.217 0.1168 A 
5  0 8 0.1433 0.251 0.171 0.2158 0.1152 A 
2  0 8 0.149 0.3173 0.1849 0.2714 0.1483 A 
2.5  0 8 0.1444 0.2984 0.1781 0.2555 0.1409 A 
3  0 8 0.146 0.2805 0.1772 0.2407 0.131 A 
3.5  0 8 0.1479 0.2663 0.1774 0.2287 0.1233 A 
4  0 8 0.1476 0.2569 0.176 0.2207 0.1186 A 
4.5  0 8 0.1448 0.2518 0.1726 0.2163 0.1162 A 
5  0 8 0.1404 0.2494 0.1679 0.2144 0.1147 A 
2  0 8 0.1432 0.3187 0.1798 0.2719 0.1519 A 
2.5  0 8 0.1373 0.2996 0.1719 0.2556 0.1447 A 
3  0 8 0.1392 0.2819 0.1711 0.2413 0.1336 A 
3.5  0 8 0.1425 0.2671 0.1723 0.2292 0.1245 A 
4  0 8 0.1434 0.257 0.1718 0.2208 0.1186 A 
4.5  0 8 0.1419 0.2507 0.1696 0.2154 0.1157 A 
5  0 8 0.1382 0.2474 0.1656 0.2125 0.1143 A 
2  0 8 0.1388 0.3192 0.176 0.2717 0.1548 A 
2.5  0 8 0.1312 0.2999 0.166 0.2555 0.1477 A 
3  0 8 0.1331 0.2822 0.1652 0.2412 0.136 A 
3.5  0 8 0.1368 0.2678 0.1668 0.2296 0.1258 A 
4  0 8 0.1388 0.2574 0.1671 0.2213 0.1189 A 
4.5  0 8 0.1387 0.2501 0.1663 0.2149 0.1153 A 
5  0 8 0.1361 0.2458 0.1634 0.211 0.1138 A 
2.5  0 8 0.1258 0.2993 0.161 0.2544 0.1503 A 
3  0 8 0.1271 0.2815 0.1597 0.2401 0.1383 A 
3.5  0 8 0.131 0.2675 0.1612 0.2291 0.1274 A 
4  0 8 0.1346 0.2566 0.1633 0.22 0.1197 A 
4.5  0 8 0.1357 0.2489 0.1634 0.2136 0.1152 A 
5  0 8 0.1335 0.2446 0.1608 0.2098 0.1133 A 
2.5  0 8 0.1216 0.2981 0.1571 0.2529 0.1525 A 
3  0 8 0.122 0.2801 0.1547 0.2385 0.1401 A 
3.5  0 8 0.1258 0.2666 0.1561 0.228 0.1285 A 
4  0 8 0.1298 0.256 0.1585 0.2195 0.1201 A 
4.5  0 8 0.1319 0.2482 0.1595 0.2131 0.1149 A 
5  0 8 0.131 0.2432 0.1581 0.2087 0.1128 A 
2.5  0 8 0.1179 0.2969 0.1535 0.2517 0.1542 A 
3  0 8 0.1175 0.2781 0.1503 0.2365 0.1415 A 
3.5  0 8 0.1211 0.2646 0.1514 0.226 0.1296 A 
4  0 8 0.1252 0.2545 0.1539 0.218 0.1206 A 
4.5  0 8 0.1285 0.2465 0.1562 0.2113 0.115 A 
5  0 8 0.1279 0.242 0.1548 0.2077 0.1121 A 
2.5  0 8 0.1146 0.2964 0.1504 0.251 0.1557 A 
3  0 8 0.1139 0.2758 0.1466 0.2344 0.1424 A 
3.5  0 8 0.1169 0.2623 0.1472 0.2238 0.1303 A 
4  0 8 0.1211 0.2526 0.1498 0.2161 0.1211 A 
4.5  0 8 0.1244 0.2454 0.1519 0.2104 0.1148 A 
5  0 8 0.125 0.2405 0.1518 0.2064 0.1115 A 
2.5  0 8 0.1117 0.296 0.1474 0.2507 0.157 A 
3  0 8 0.1104 0.2739 0.1431 0.2325 0.1433 A 
3.5  0 8 0.1132 0.2595 0.1435 0.2211 0.1308 A 
4  0 8 0.117 0.2504 0.1455 0.2141 0.1212 A 
4.5  0 8 0.1206 0.2435 0.148 0.2087 0.1146 A 
5  0 8 0.122 0.2386 0.1487 0.2046 0.111 A 
2.5  0 8 0.1094 0.2958 0.1454 0.2502 0.1582 A 
3  0 8 0.1076 0.2721 0.1402 0.2308 0.1441 A 
3.5  0 8 0.1098 0.257 0.1398 0.219 0.131 A 
4  0 8 0.1135 0.2477 0.1418 0.2118 0.1213 A 
4.5  0 8 0.1173 0.2412 0.1445 0.2066 0.1145 A 
5  0 8 0.1189 0.2369 0.1454 0.2031 0.1105 A 
2.5  0 8 0.1075 0.2957 0.1435 0.2499 0.1595 A 
3  0 8 0.1047 0.2709 0.1372 0.2297 0.1448 A 
3.5  0 8 0.107 0.2544 0.1369 0.2165 0.1311 A 
4  0 8 0.1103 0.2449 0.1384 0.2091 0.1211 A 
4.5  0 8 0.1141 0.2385 0.1411 0.2041 0.1143 A 
5  0 8 0.1161 0.2345 0.1425 0.2009 0.1101 A 
2.5  0 8 0.1058 0.2958 0.1421 0.2497 0.1608 A 
3  0 8 0.1026 0.2696 0.1352 0.2283 0.1456 A 
3.5  0 8 0.1046 0.252 0.1344 0.2142 0.1314 A 
4  0 8 0.1075 0.2421 0.1355 0.2066 0.121 A 
4.5  0 8 0.1111 0.2359 0.1381 0.2016 0.1141 A 
5  0 8 0.1133 0.2322 0.1394 0.199 0.1096 A 
2.5  0 8 0.1046 0.2957 0.1411 0.2494 0.1619 A 
3  0 8 0.1005 0.2686 0.1331 0.2273 0.1465 A 
3.5  0 8 0.1021 0.2501 0.1318 0.2125 0.1317 A 
4  0 8 0.1049 0.2394 0.1327 0.2041 0.1209 A 
4.5  0 8 0.1084 0.233 0.1351 0.199 0.1137 A 
5  0 8 0.1104 0.2297 0.1364 0.1967 0.1091 A 
2.5  0 8 0.1008 0.2977 0.1378 0.2508 0.1654 A 
3  0 8 0.0944 0.266 0.1273 0.2245 0.1498 A 
3.5  0 8 0.0951 0.2434 0.1247 0.2061 0.1335 A 
4  0 8 0.0972 0.23 0.1246 0.1952 0.1213 A 
4.5  0 8 0.0989 0.2233 0.1249 0.1903 0.1132 A 
5  0 8 0.1009 0.2198 0.1263 0.1875 0.108 A 
2.5  0 8 0.1012 0.2994 0.1388 0.2517 0.168 A 
3  0 8 0.0908 0.2651 0.1239 0.2233 0.1525 A 
3.5  0 8 0.0908 0.2388 0.1202 0.2017 0.1345 A 
4  0 8 0.0923 0.2225 0.1192 0.1885 0.1208 A 
4.5  0 8 0.0937 0.2138 0.119 0.1816 0.1118 A 
5  0 8 0.0942 0.2101 0.1188 0.179 0.1064 A 
2.5  0 8 0.1034 0.3034 0.1415 0.255 0.1691 A 
3  0 8 0.0894 0.2652 0.1231 0.2227 0.1552 A 
3.5  0 8 0.0883 0.2356 0.1178 0.1984 0.1357 A 
4  0 8 0.0895 0.2168 0.1162 0.183 0.1204 A 
4.5  0 8 0.0899 0.2068 0.1148 0.1752 0.1104 A 
5  0 8 0.0899 0.202 0.1139 0.1716 0.1047 A 
2.5  0 8 0.106 0.3108 0.1448 0.2615 0.1697 A 
3  0 8 0.0882 0.2677 0.1225 0.2245 0.1581 A 
